MassiveID,filename,SampleType,SampleTypeSub1,NCBITaxonomy,YearOfAnalysis,SampleCollectionMethod,SampleExtractionMethod,InternalStandardsUsed,MassSpectrometer,IonizationSourceAndPolarity,ChromatographyAndPhase,SubjectIdentifierAsRecorded,AgeInYears,BiologicalSex,UBERONBodyPartName,TermsofPosition,HealthStatus,DOIDCommonName,ComorbidityListDOIDIndex,SampleCollectionDateandTime,Country,HumanPopulationDensity,LatitudeandLongitude,DepthorAltitudeMeters,qiita_sample_name,UniqueSubjectID,LifeStage,UBERONOntologyIndex,DOIDOntologyIndex,ATTRIBUTE_HMP_ID,ATTRIBUTE_HMP_Strain,ATTRIBUTE_NCBI ID,ATTRIBUTE_Domain,ATTRIBUTE_SuperPhyla,ATTRIBUTE_Phylum,ATTRIBUTE_Class,ATTRIBUTE_Order,ATTRIBUTE_Family,ATTRIBUTE_Genus,ATTRIBUTE_Species,ATTRIBUTE_Subspecies,ATTRIBUTE_Source,ATTRIBUTE_Source_health_status,ATTRIBUTE_Media_type,ATTRIBUTE_Sample _type,ATTRIBUTE_sampletype
MSV000084475,HM_13_BA5_01_46337.mzXML,culture_bacterial,culture_bacterial,585501|Oribacterium sinus,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_13,Oribacterium sinus F0268,585501,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Oribacterium,Oribacterium sinus,not applicable,oral,diseased_severe periodontitis,RCM,culture_bacterial,culture_72h
MSV000084475,HM_133_BA4_01_46336.mzXML,culture_bacterial,culture_bacterial,879307|Gardnerella vaginalis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_133,Gardnerella vaginalis UPII 315_A,879307,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis,not applicable,vaginal,unspecified,RCM,culture_bacterial,culture_72h
MSV000084475,HM_179_BA10_01_46344.mzXML,culture_bacterial,culture_bacterial,457408|Phascolarctobacterium sp. 3_1_syn4,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_179,Phascolarctobacterium sp. 3_1_syn4,457408,Bacteria,Terrabacteria group,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,not applicable,not applicable,gastrointestinal_tissue,unspecified,RCM,culture_bacterial,culture_72h
MSV000084475,HM_18_BC11_01_46378.mzXML,culture_bacterial,culture_bacterial,469588|Bacteroides sp. 2_1_22,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_18,Bacteroides sp. 2_1_22,469588,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,not applicable,not applicable,gastrointestinal_tissue,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_182_BE7_01_46408.mzXML,culture_bacterial,culture_bacterial,552395|Clostridiales bacterium 4_1_37FAA,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_182,Clostridiales bacterium 4_1_37FAA,552395,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified Lachnospiraceae,not applicable,not applicable,gastrointestinal_tissue,diseased_indeterminate colitis,RCM,culture_bacterial,culture_72h
MSV000084475,HM_189_BD3_01_46386.mzXML,culture_bacterial,culture_bacterial,585543|Bacteroides sp. D20,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_189,Bacteroides sp. D20,585543,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,not applicable,not applicable,gastrointestinal_tissue,diseased_Crohn's,RCM,culture_bacterial,culture_72h
MSV000084475,HM_20_BC1_01_46366.mzXML,culture_bacterial,culture_bacterial,457424|Bacteroides fragilis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_20,Bacteroides fragilis 3_1_12,457424,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,not applicable,gastrointestinal_tissue,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_210_BB9_01_46360.mzXML,culture_bacterial,culture_bacterial,665953|Bacteroides eggerthii,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_210,Bacteroides eggerthii 1_2_48FAA,665953,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,not applicable,gastrointestinal_tissue,diseased_IBS,RCM,culture_bacterial,culture_72h
MSV000084475,HM_222_BC6_01_46371.mzXML,culture_bacterial,culture_bacterial,665954|Bacteroides ovatus,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_222,Bacteroides ovatus 3_8_47FAA,665954,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ovatus,not applicable,gastrointestinal_tissue,diseased_Crohn's,RCM,culture_bacterial,culture_72h
MSV000084475,HM_23_BC9_01_46376.mzXML,culture_bacterial,culture_bacterial,not specified,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_23,Bacteroides sp. 1_1_6,818,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,not applicable,not applicable,gastrointestinal_tissue,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_238_BB2_01_46351.mzXML,culture_bacterial,culture_bacterial,562973|Actinomyces viscosus,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_238,Actinomyces viscosus C505,562973,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces viscosus,not applicable,sputum,diseased_Cystic Fibrosis,RCM,culture_bacterial,culture_72h
MSV000084475,HM_258_BC12_01_46379.mzXML,culture_bacterial,culture_bacterial,457393|Bacteroides sp. 4_1_36,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_258,Bacteroides sp. 4_1_36,457393,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,not applicable,not applicable,gastrointestinal_tissue,diseased_Crohn's,RCM,culture_bacterial,culture_72h
MSV000084475,HM_27_BD1_01_46384.mzXML,culture_bacterial,culture_bacterial,457395|Bacteroides sp. 9_1_42FAA,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_27,Bacteroides sp. 9_1_42FAA,457395,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,not applicable,not applicable,gastrointestinal_tissue,diseased_microscopic colitis,RCM,culture_bacterial,culture_72h
MSV000084475,HM_28_BD2_01_46385.mzXML,culture_bacterial,culture_bacterial,556259|Bacteroides sp. D2,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_28,Bacteroides sp. D2,556259,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,not applicable,not applicable,gastrointestinal_tissue,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_29_BB5_01_46354.mzXML,culture_bacterial,culture_bacterial,556260|Bacteroides dorei 5_1_36/D4,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_29,Bacteroides dorei 5_1_36/D4,556260,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei,not applicable,gastrointestinal_tissue,diseased_Crohn's,RCM,culture_bacterial,culture_72h
MSV000084475,HM_30_BE4_01_46403.mzXML,culture_bacterial,culture_bacterial,216816|Bifidobacterium longum,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_30,Bifidobacterium sp. 12_1_47BFAA,216816,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,not applicable,not applicable,gastrointestinal_tissue,diseased_Crohn's,RCM,culture_bacterial,culture_72h
MSV000084475,HM_303_BA1_01_46333.mzXML,culture_bacterial,culture_bacterial,742738|Clostridium orbiscindens,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_303,Clostridium orbiscindens 1_3_50AFAA,742738,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Flavonifractor,Flavonifractor plautii,not applicable,gastrointestinal_tissue,diseased_Crohn's,RCM,culture_bacterial,culture_72h
MSV000084475,HM_307_BE10_01_46411.mzXML,culture_bacterial,culture_bacterial,742731|Clostridium aldenense WAL-18727,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_307,Clostridium aldenense WAL_18727,742731,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Clostridium aldenense,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_319_BA2_01_46334.mzXML,culture_bacterial,culture_bacterial,742741|Clostridium symbiosum,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_319,Clostridium symbiosum WAL_14673,742741,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Clostridium symbiosum,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_411_BD8_01_46393.mzXML,culture_bacterial,culture_bacterial,858694|Bifidobacterium breve EX336960VC18,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_411,Bifidobacterium breve EX336960VC18,858694,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,not applicable,vaginal,unspecified,RCM,culture_bacterial,culture_72h
MSV000084475,HM_412_BD9_01_46394.mzXML,culture_bacterial,culture_bacterial,858695|Bifidobacterium breve EX336960VC19,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_412,Bifidobacterium breve EX336960VC19,858695,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium breve,not applicable,vaginal,unspecified,RCM,culture_bacterial,culture_72h
MSV000084475,HM_480_BC2_01_46367.mzXML,culture_bacterial,culture_bacterial,796942|Stomatobaculum longumACC2,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_480,Stomatobaculum longumACC2,796942,Bacteria,Terrabacteria group,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Stomatobaculum,not applicable,not applicable,oral,unspecified,RCM,culture_bacterial,culture_72h
MSV000084475,HM_57_BB10_01_46361.mzXML,culture_bacterial,culture_bacterial,"457404|Fusobacterium ulcerans, 12_1B",2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_57,"Fusobacterium ulcerans, 12_1B",457404,Bacteria,not applicable,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium ulcerans,not applicable,gastrointestinal_tissue,diseased_Crohn's,RCM,culture_bacterial,culture_72h
MSV000084475,HM_574_BA12_01_46346.mzXML,culture_bacterial,culture_bacterial,999427|Treponema denticola,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_574,Treponema denticola ASLM,999427,Bacteria,not applicable,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema denticola,not applicable,oral,unspecified,RCM,culture_bacterial,culture_72h
MSV000084475,HM_575_BA11_01_46345.mzXML,culture_bacterial,culture_bacterial,999426|Treponema denticola AL-2,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_575,Treponema denticola AL_2,999426,Bacteria,not applicable,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema denticola,not applicable,oral,unspecified,RCM,culture_bacterial,culture_72h
MSV000084475,HM_58_BC10_01_46377.mzXML,culture_bacterial,culture_bacterial,not specified,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_58,Bacteroides sp. 2_1_16,817,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,not applicable,not applicable,gastrointestinal_tissue,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_633_BD6_01_46389.mzXML,culture_bacterial,culture_bacterial,411481|Bifidobacterium adolescentis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_633,Bifidobacterium adolescentis L2_32,411481,Bacteria,Terrabacteria group,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium adolescentis,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_709_BC4_01_46369.mzXML,culture_bacterial,culture_bacterial,997882|Bacteroides fragilis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_709,Bacteroides fragilis CL07T00C01,997882,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_710_BC5_01_46370.mzXML,culture_bacterial,culture_bacterial,997883|Bacteroides fragilis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_710,Bacteroides fragilis CL07T12C05,997883,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_711_BB11_01_46362.mzXML,culture_bacterial,culture_bacterial,997880|Bacteroides fragilis CL05T00C42,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_711,Bacteroides fragilis CL05T00C42,997880,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_714_BC3_01_46368.mzXML,culture_bacterial,culture_bacterial,997879|Bacteroides fragilis,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_714,Bacteroides fragilis CL03T12C07,997879,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_717_BB6_01_46355.mzXML,culture_bacterial,culture_bacterial,997875|Bacteroides dorei,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_717,Bacteroides dorei CL02T00C15,997875,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_718_BB8_01_46359.mzXML,culture_bacterial,culture_bacterial,997877|Bacteroides dorei CL03T12C01,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_718,Bacteroides dorei CL03T12C01,997877,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_719_BB7_01_46358.mzXML,culture_bacterial,culture_bacterial,997876|Bacteroides dorei,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_719,Bacteroides dorei CL02T12C06,997876,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides dorei,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_720_BD5_01_46388.mzXML,culture_bacterial,culture_bacterial,997891|Bacteroides vulgatus,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_720,Bacteroides vulgatus CL09T03C04,997891,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides vulgatus,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_725_BC7_01_46374.mzXML,culture_bacterial,culture_bacterial,997887|Bacteroides salyersiae,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_725,Bacteroides salyersiae CL02T12C01,997887,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_726_BB4_01_46353.mzXML,culture_bacterial,culture_bacterial,997874|Bacteroides cellulosilyticus,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_726,Bacteroides cellulosilyticus CL02T12C19,997874,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
MSV000084475,HM_727_BB12_01_46363.mzXML,culture_bacterial,culture_bacterial,997888|Bacteroides finegoldii,2019,liquid,methanol-water (4:1),sulfadimethoxine,impact HD|MS:1002667,electrospray ionization (positive),reverse phase (polar-C18),not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,9/1/19,United States of America,Urban,32.876878|-117.234459,200,not applicable,MSV000084475_not applicable,not applicable,not applicable,not applicable,HM_727,Bacteroides finegoldii CL09T03C10,997888,Bacteria,FCB group,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,not applicable,gastrointestinal_stool,healthy,RCM,culture_bacterial,culture_72h
